start_datetime,end_datetime,WindShore_Forecast,WindShore_actual,start_datetime,end_datetime,WindShore_Forecast,WindShore_actual,start_datetime,end_datetime,WindShore_Forecast,WindShore_actual,start_datetime,end_datetime,WindShore_Forecast,WindShore_actual,start_datetime,end_datetime,WindShore_Forecast,WindShore_actual,start_datetime,end_datetime,WindShore_Forecast,WindShore_actual,start_datetime,end_datetime,WindShore_Forecast,WindShore_actual,start_datetime,end_datetime,WindShore_Forecast,WindShore_actual,start_datetime,end_datetime,WindShore_Forecast,WindShore_actual,start_datetime,end_datetime,WindShore_Forecast,WindShore_actual,start_datetime,end_datetime,WindShore_Forecast,WindShore_actual,start_datetime,end_datetime,WindShore_Forecast,WindShore_actual,start_datetime,end_datetime,WindShore_Forecast,WindShore_actual,start_datetime,end_datetime,WindShore_Forecast,WindShore_actual,start_datetime,end_datetime,WindShore_Forecast,WindShore_actual
2025-05-23 02:00:00,2025-05-23 03:00:00,2066391,1759382,2025-05-25 02:00:00,2025-05-25 03:00:00,4108766,3792759,2025-05-24 02:00:00,2025-05-24 03:00:00,1000741,620692,2025-05-26 02:00:00,2025-05-26 03:00:00,1094230,866838,2025-05-27 02:00:00,2025-05-27 03:00:00,4534484,4577918,2025-06-16 02:00:00,2025-06-16 03:00:00,232189,205899,2025-05-30 02:00:00,2025-05-30 03:00:00,3164540.0,3728110.0,2025-06-02 02:00:00,2025-06-02 03:00:00,1430016,1294845,2025-06-03 02:00:00,2025-06-03 03:00:00,376219,285133,2025-06-04 02:00:00,2025-06-04 03:00:00,2798042,2140267,2025-06-05 02:00:00,2025-06-05 03:00:00,1420011,1412579,2025-06-08 02:00:00,2025-06-08 03:00:00,1031354.0,1838073.0,2025-06-11 02:00:00,2025-06-11 03:00:00,389551,329256,2025-05-22 02:00:00,2025-05-22 03:00:00,1724524,1238411,2025-05-28 02:00:00,2025-05-28 03:00:00,6300114,5763968
2025-05-23 03:00:00,2025-05-23 04:00:00,2225525,1871476,2025-05-25 03:00:00,2025-05-25 04:00:00,4219243,3935895,2025-05-24 03:00:00,2025-05-24 04:00:00,1033790,871340,2025-05-26 03:00:00,2025-05-26 04:00:00,1247671,1193115,2025-05-27 03:00:00,2025-05-27 04:00:00,5008031,4978053,2025-06-16 03:00:00,2025-06-16 04:00:00,187234,166922,2025-05-30 03:00:00,2025-05-30 04:00:00,2695528.0,3106616.0,2025-06-02 03:00:00,2025-06-02 04:00:00,1377791,1201823,2025-06-03 03:00:00,2025-06-03 04:00:00,510614,475033,2025-06-04 03:00:00,2025-06-04 04:00:00,2690653,2099777,2025-06-05 03:00:00,2025-06-05 04:00:00,1606057,1672957,2025-06-08 03:00:00,2025-06-08 04:00:00,1296859.0,2737219.0,2025-06-11 03:00:00,2025-06-11 04:00:00,319469,252279,2025-05-22 03:00:00,2025-05-22 04:00:00,2155157,1487647,2025-05-28 03:00:00,2025-05-28 04:00:00,6192470,5734242
2025-05-23 04:00:00,2025-05-23 05:00:00,2419627,1855308,2025-05-25 04:00:00,2025-05-25 05:00:00,4272879,3887838,2025-05-24 04:00:00,2025-05-24 05:00:00,1118603,1140265,2025-05-26 04:00:00,2025-05-26 05:00:00,1349464,1355495,2025-05-27 04:00:00,2025-05-27 05:00:00,5333008,5402782,2025-06-16 04:00:00,2025-06-16 05:00:00,151774,154879,2025-05-30 04:00:00,2025-05-30 05:00:00,2322440.0,2456508.0,2025-06-02 04:00:00,2025-06-02 05:00:00,1320826,1104052,2025-06-03 04:00:00,2025-06-03 05:00:00,721016,782881,2025-06-04 04:00:00,2025-06-04 05:00:00,2462575,1909734,2025-06-05 04:00:00,2025-06-05 05:00:00,1754764,1808957,2025-06-08 04:00:00,2025-06-08 05:00:00,1631080.0,4035979.0,2025-06-11 04:00:00,2025-06-11 05:00:00,255003,183102,2025-05-22 04:00:00,2025-05-22 05:00:00,2527403,1826645,2025-05-28 04:00:00,2025-05-28 05:00:00,6040956,5463536
2025-05-23 05:00:00,2025-05-23 06:00:00,2619877,2199715,2025-05-25 05:00:00,2025-05-25 06:00:00,4371073,4023529,2025-05-24 05:00:00,2025-05-24 06:00:00,1319371,1366479,2025-05-26 05:00:00,2025-05-26 06:00:00,1444494,1331140,2025-05-27 05:00:00,2025-05-27 06:00:00,5604122,5726192,2025-06-16 05:00:00,2025-06-16 06:00:00,122617,130681,2025-05-30 05:00:00,2025-05-30 06:00:00,2058440.0,2175894.0,2025-06-02 05:00:00,2025-06-02 06:00:00,1279184,901872,2025-06-03 05:00:00,2025-06-03 06:00:00,941647,1128117,2025-06-04 05:00:00,2025-06-04 06:00:00,2177497,1995201,2025-06-05 05:00:00,2025-06-05 06:00:00,1927435,1799388,2025-06-08 05:00:00,2025-06-08 06:00:00,1816668.0,4189570.0,2025-06-11 05:00:00,2025-06-11 06:00:00,175494,149576,2025-05-22 05:00:00,2025-05-22 06:00:00,2806843,2206644,2025-05-28 05:00:00,2025-05-28 06:00:00,5761021,5283296
2025-05-23 06:00:00,2025-05-23 07:00:00,2814188,2239598,2025-05-25 06:00:00,2025-05-25 07:00:00,4560161,4069821,2025-05-24 06:00:00,2025-05-24 07:00:00,1631338,1637243,2025-05-26 06:00:00,2025-05-26 07:00:00,1630976,1114752,2025-05-27 06:00:00,2025-05-27 07:00:00,5791136,5842733,2025-06-16 06:00:00,2025-06-16 07:00:00,133666,143832,2025-05-30 06:00:00,2025-05-30 07:00:00,1986826.0,2265168.0,2025-06-02 06:00:00,2025-06-02 07:00:00,1220728,769107,2025-06-03 06:00:00,2025-06-03 07:00:00,1220172,1416990,2025-06-04 06:00:00,2025-06-04 07:00:00,1962363,1868573,2025-06-05 06:00:00,2025-06-05 07:00:00,2169728,1848400,2025-06-08 06:00:00,2025-06-08 07:00:00,2172748.0,3482493.0,2025-06-11 06:00:00,2025-06-11 07:00:00,134110,93171,2025-05-22 06:00:00,2025-05-22 07:00:00,2916321,2126951,2025-05-28 06:00:00,2025-05-28 07:00:00,5195941,5107902
2025-05-23 07:00:00,2025-05-23 08:00:00,3118947,2499805,2025-05-25 07:00:00,2025-05-25 08:00:00,4790673,4649672,2025-05-24 07:00:00,2025-05-24 08:00:00,2029454,2368803,2025-05-26 07:00:00,2025-05-26 08:00:00,1891517,1361211,2025-05-27 07:00:00,2025-05-27 08:00:00,5929985,5979904,2025-06-16 07:00:00,2025-06-16 08:00:00,147863,229446,2025-05-30 07:00:00,2025-05-30 08:00:00,2269526.0,2552132.0,2025-06-02 07:00:00,2025-06-02 08:00:00,1196595,990664,2025-06-03 07:00:00,2025-06-03 08:00:00,1601312,1719068,2025-06-04 07:00:00,2025-06-04 08:00:00,1962064,1709856,2025-06-05 07:00:00,2025-06-05 08:00:00,2340680,2280206,2025-06-08 07:00:00,2025-06-08 08:00:00,2669076.0,3293056.0,2025-06-11 07:00:00,2025-06-11 08:00:00,91868,56006,2025-05-22 07:00:00,2025-05-22 08:00:00,3180635,2305170,2025-05-28 07:00:00,2025-05-28 08:00:00,4485127,4524899
2025-05-23 08:00:00,2025-05-23 09:00:00,3545801,3131282,2025-05-25 08:00:00,2025-05-25 09:00:00,5053374,4852709,2025-05-24 08:00:00,2025-05-24 09:00:00,2211931,3309883,2025-05-26 08:00:00,2025-05-26 09:00:00,2352573,2289858,2025-05-27 08:00:00,2025-05-27 09:00:00,5950421,6098530,2025-06-16 08:00:00,2025-06-16 09:00:00,163018,375721,2025-05-30 08:00:00,2025-05-30 09:00:00,3171502.0,3208246.0,2025-06-02 08:00:00,2025-06-02 09:00:00,1416052,1315215,2025-06-03 08:00:00,2025-06-03 09:00:00,1743872,1857736,2025-06-04 08:00:00,2025-06-04 09:00:00,2121278,2079111,2025-06-05 08:00:00,2025-06-05 09:00:00,2567964,3018826,2025-06-08 08:00:00,2025-06-08 09:00:00,3187250.0,3523573.0,2025-06-11 08:00:00,2025-06-11 09:00:00,120781,59907,2025-05-22 08:00:00,2025-05-22 09:00:00,3872070,3291120,2025-05-28 08:00:00,2025-05-28 09:00:00,3879492,4304230
2025-05-23 09:00:00,2025-05-23 10:00:00,3887188,3607179,2025-05-25 09:00:00,2025-05-25 10:00:00,5316237,5052723,2025-05-24 09:00:00,2025-05-24 10:00:00,2640051,3935186,2025-05-26 09:00:00,2025-05-26 10:00:00,3097547,3493948,2025-05-27 09:00:00,2025-05-27 10:00:00,5936981,6082594,2025-06-16 09:00:00,2025-06-16 10:00:00,259687,449181,2025-05-30 09:00:00,2025-05-30 10:00:00,3656126.0,3653721.0,2025-06-02 09:00:00,2025-06-02 10:00:00,1797665,1624991,2025-06-03 09:00:00,2025-06-03 10:00:00,2211524,2748107,2025-06-04 09:00:00,2025-06-04 10:00:00,2383687,2466487,2025-06-05 09:00:00,2025-06-05 10:00:00,3415654,4000252,2025-06-08 09:00:00,2025-06-08 10:00:00,3902401.0,3607900.0,2025-06-11 09:00:00,2025-06-11 10:00:00,168217,135487,2025-05-22 09:00:00,2025-05-22 10:00:00,4682189,4372519,2025-05-28 09:00:00,2025-05-28 10:00:00,3522704,3885690
2025-05-23 10:00:00,2025-05-23 11:00:00,3893790,4172547,2025-05-25 10:00:00,2025-05-25 11:00:00,5721550,5086445,2025-05-24 10:00:00,2025-05-24 11:00:00,3058451,4343794,2025-05-26 10:00:00,2025-05-26 11:00:00,3524926,3915036,2025-05-27 10:00:00,2025-05-27 11:00:00,5881836,5989431,2025-06-16 10:00:00,2025-06-16 11:00:00,467487,604785,2025-05-30 10:00:00,2025-05-30 11:00:00,3888221.0,3851679.0,2025-06-02 10:00:00,2025-06-02 11:00:00,2097058,1854151,2025-06-03 10:00:00,2025-06-03 11:00:00,3156117,4167883,2025-06-04 10:00:00,2025-06-04 11:00:00,2492327,3034319,2025-06-05 10:00:00,2025-06-05 11:00:00,4161248,4757862,2025-06-08 10:00:00,2025-06-08 11:00:00,4516771.0,3878657.0,2025-06-11 10:00:00,2025-06-11 11:00:00,110395,124709,2025-05-22 10:00:00,2025-05-22 11:00:00,4940477,4581137,2025-05-28 10:00:00,2025-05-28 11:00:00,3733349,3546606
2025-05-23 11:00:00,2025-05-23 12:00:00,3792245,3883182,2025-05-25 11:00:00,2025-05-25 12:00:00,5895813,5396702,2025-05-24 11:00:00,2025-05-24 12:00:00,3286386,4499019,2025-05-26 11:00:00,2025-05-26 12:00:00,4014760,4241394,2025-05-27 11:00:00,2025-05-27 12:00:00,5957640,5713638,2025-06-16 11:00:00,2025-06-16 12:00:00,700146,694119,2025-05-30 11:00:00,2025-05-30 12:00:00,4105171.0,4209107.0,2025-06-02 11:00:00,2025-06-02 12:00:00,2517243,2101477,2025-06-03 11:00:00,2025-06-03 12:00:00,4551649,5358312,2025-06-04 11:00:00,2025-06-04 12:00:00,2621247,3581550,2025-06-05 11:00:00,2025-06-05 12:00:00,4201258,5288766,2025-06-08 11:00:00,2025-06-08 12:00:00,5039648.0,4370977.0,2025-06-11 11:00:00,2025-06-11 12:00:00,33016,131909,2025-05-22 11:00:00,2025-05-22 12:00:00,5164617,4925564,2025-05-28 11:00:00,2025-05-28 12:00:00,4038670,3302358
2025-05-23 12:00:00,2025-05-23 13:00:00,3840799,4061742,2025-05-25 12:00:00,2025-05-25 13:00:00,6043576,5763021,2025-05-24 12:00:00,2025-05-24 13:00:00,3448256,4498875,2025-05-26 12:00:00,2025-05-26 13:00:00,4382446,4818801,2025-05-27 12:00:00,2025-05-27 13:00:00,5840287,5575191,2025-06-16 12:00:00,2025-06-16 13:00:00,856095,831590,2025-05-30 12:00:00,2025-05-30 13:00:00,4385739.0,4603533.0,2025-06-02 12:00:00,2025-06-02 13:00:00,3011921,2779986,2025-06-03 12:00:00,2025-06-03 13:00:00,5800323,6094072,2025-06-04 12:00:00,2025-06-04 13:00:00,2686588,3915555,2025-06-05 12:00:00,2025-06-05 13:00:00,4050446,5375786,2025-06-08 12:00:00,2025-06-08 13:00:00,5503888.0,5251538.0,2025-06-11 12:00:00,2025-06-11 13:00:00,3878,140293,2025-05-22 12:00:00,2025-05-22 13:00:00,5383022,5315931,2025-05-28 12:00:00,2025-05-28 13:00:00,3967354,3203223
2025-05-23 13:00:00,2025-05-23 14:00:00,4214682,4802021,2025-05-25 13:00:00,2025-05-25 14:00:00,6191129,6097373,2025-05-24 13:00:00,2025-05-24 14:00:00,3432427,4745885,2025-05-26 13:00:00,2025-05-26 14:00:00,4642077,5499844,2025-05-27 13:00:00,2025-05-27 14:00:00,5744330,5606234,2025-06-16 13:00:00,2025-06-16 14:00:00,1112753,1417093,2025-05-30 13:00:00,2025-05-30 14:00:00,4474626.0,4567227.0,2025-06-02 13:00:00,2025-06-02 14:00:00,3511028,3484402,2025-06-03 13:00:00,2025-06-03 14:00:00,6028037,6362231,2025-06-04 13:00:00,2025-06-04 14:00:00,2964808,3907544,2025-06-05 13:00:00,2025-06-05 14:00:00,4197074,5124827,2025-06-08 13:00:00,2025-06-08 14:00:00,5694874.0,5370860.0,2025-06-11 13:00:00,2025-06-11 14:00:00,0,202221,2025-05-22 13:00:00,2025-05-22 14:00:00,5542886,5616856,2025-05-28 13:00:00,2025-05-28 14:00:00,3826518,3401875
2025-05-23 14:00:00,2025-05-23 15:00:00,4642505,4710849,2025-05-25 14:00:00,2025-05-25 15:00:00,6255935,6329920,2025-05-24 14:00:00,2025-05-24 15:00:00,3490475,4912532,2025-05-26 14:00:00,2025-05-26 15:00:00,4826196,5773618,2025-05-27 14:00:00,2025-05-27 15:00:00,5585869,5544029,2025-06-16 14:00:00,2025-06-16 15:00:00,1493552,1894695,2025-05-30 14:00:00,2025-05-30 15:00:00,4585731.0,4674227.0,2025-06-02 14:00:00,2025-06-02 15:00:00,3866661,3718092,2025-06-03 14:00:00,2025-06-03 15:00:00,6073993,6320919,2025-06-04 14:00:00,2025-06-04 15:00:00,3395522,3964716,2025-06-05 14:00:00,2025-06-05 15:00:00,3825463,4977882,2025-06-08 14:00:00,2025-06-08 15:00:00,5977912.0,5483942.0,2025-06-11 14:00:00,2025-06-11 15:00:00,45843,288393,2025-05-22 14:00:00,2025-05-22 15:00:00,5610321,5634898,2025-05-28 14:00:00,2025-05-28 15:00:00,3691467,3538897
2025-05-23 15:00:00,2025-05-23 16:00:00,4905515,5464547,2025-05-25 15:00:00,2025-05-25 16:00:00,6202618,6130393,2025-05-24 15:00:00,2025-05-24 16:00:00,3604109,4939382,2025-05-26 15:00:00,2025-05-26 16:00:00,4887178,5903920,2025-05-27 15:00:00,2025-05-27 16:00:00,5503192,5997551,2025-06-16 15:00:00,2025-06-16 16:00:00,1675360,1969115,2025-05-30 15:00:00,2025-05-30 16:00:00,4403391.0,4969158.0,2025-06-02 15:00:00,2025-06-02 16:00:00,3956480,3886787,2025-06-03 15:00:00,2025-06-03 16:00:00,5963995,6275806,2025-06-04 15:00:00,2025-06-04 16:00:00,3693744,4232616,2025-06-05 15:00:00,2025-06-05 16:00:00,4036181,4795444,2025-06-08 15:00:00,2025-06-08 16:00:00,6030270.0,5665367.0,2025-06-11 15:00:00,2025-06-11 16:00:00,87873,401034,2025-05-22 15:00:00,2025-05-22 16:00:00,5666509,5748323,2025-05-28 15:00:00,2025-05-28 16:00:00,3535899,3889591
2025-05-23 16:00:00,2025-05-23 17:00:00,4975937,5479406,2025-05-25 16:00:00,2025-05-25 17:00:00,5959760,5812948,2025-05-24 16:00:00,2025-05-24 17:00:00,3651402,5046664,2025-05-26 16:00:00,2025-05-26 17:00:00,4854688,5855546,2025-05-27 16:00:00,2025-05-27 17:00:00,5285405,5555729,2025-06-16 16:00:00,2025-06-16 17:00:00,1548155,1951412,2025-05-30 16:00:00,2025-05-30 17:00:00,4127689.0,4577735.0,2025-06-02 16:00:00,2025-06-02 17:00:00,3728381,3735159,2025-06-03 16:00:00,2025-06-03 17:00:00,5707443,6096672,2025-06-04 16:00:00,2025-06-04 17:00:00,3919778,4293643,2025-06-05 16:00:00,2025-06-05 17:00:00,4338804,4723665,2025-06-08 16:00:00,2025-06-08 17:00:00,5987681.0,5806649.0,2025-06-11 16:00:00,2025-06-11 17:00:00,156935,682367,2025-05-22 16:00:00,2025-05-22 17:00:00,5670916,5613132,2025-05-28 16:00:00,2025-05-28 17:00:00,3341078,4008331
2025-05-23 17:00:00,2025-05-23 18:00:00,4800050,5401900,2025-05-25 17:00:00,2025-05-25 18:00:00,5452249,5433622,2025-05-24 17:00:00,2025-05-24 18:00:00,3525320,4596867,2025-05-26 17:00:00,2025-05-26 18:00:00,4727147,5930213,2025-05-27 17:00:00,2025-05-27 18:00:00,4630444,4845393,2025-06-16 17:00:00,2025-06-16 18:00:00,1294237,1784302,2025-05-30 17:00:00,2025-05-30 18:00:00,3695858.0,3854332.0,2025-06-02 17:00:00,2025-06-02 18:00:00,3109943,3091426,2025-06-03 17:00:00,2025-06-03 18:00:00,4838465,5753529,2025-06-04 17:00:00,2025-06-04 18:00:00,4014012,4132621,2025-06-05 17:00:00,2025-06-05 18:00:00,4256836,4178244,2025-06-08 17:00:00,2025-06-08 18:00:00,5869325.0,5579780.0,2025-06-11 17:00:00,2025-06-11 18:00:00,316496,1004370,2025-05-22 17:00:00,2025-05-22 18:00:00,5618166,5640564,2025-05-28 17:00:00,2025-05-28 18:00:00,2982837,3898260
2025-05-23 18:00:00,2025-05-23 19:00:00,4447084,4875293,2025-05-25 18:00:00,2025-05-25 19:00:00,4692913,3865892,2025-05-24 18:00:00,2025-05-24 19:00:00,3293923,3992280,2025-05-26 18:00:00,2025-05-26 19:00:00,4181464,5759162,2025-05-27 18:00:00,2025-05-27 19:00:00,3763827,3963826,2025-06-16 18:00:00,2025-06-16 19:00:00,1088517,1441040,2025-05-30 18:00:00,2025-05-30 19:00:00,2679429.0,3458403.0,2025-06-02 18:00:00,2025-06-02 19:00:00,2178144,2405711,2025-06-03 18:00:00,2025-06-03 19:00:00,4006327,4547737,2025-06-04 18:00:00,2025-06-04 19:00:00,3768709,3987838,2025-06-05 18:00:00,2025-06-05 19:00:00,3935938,3388566,2025-06-08 18:00:00,2025-06-08 19:00:00,5405888.0,5661899.0,2025-06-11 18:00:00,2025-06-11 19:00:00,579696,1344294,2025-05-22 18:00:00,2025-05-22 19:00:00,5414065,5524074,2025-05-28 18:00:00,2025-05-28 19:00:00,2584337,3495938
2025-05-23 19:00:00,2025-05-23 20:00:00,3829240,4257488,2025-05-25 19:00:00,2025-05-25 20:00:00,3460674,2090458,2025-05-24 19:00:00,2025-05-24 20:00:00,2813173,3141350,2025-05-26 19:00:00,2025-05-26 20:00:00,3342940,5268369,2025-05-27 19:00:00,2025-05-27 20:00:00,3552489,3625261,2025-06-16 19:00:00,2025-06-16 20:00:00,833712,998748,2025-05-30 19:00:00,2025-05-30 20:00:00,1694973.0,2376404.0,2025-06-02 19:00:00,2025-06-02 20:00:00,1310845,1428796,2025-06-03 19:00:00,2025-06-03 20:00:00,3441780,3973143,2025-06-04 19:00:00,2025-06-04 20:00:00,3067476,3410975,2025-06-05 19:00:00,2025-06-05 20:00:00,3640076,2889821,2025-06-08 19:00:00,2025-06-08 20:00:00,4603487.0,5537929.0,2025-06-11 19:00:00,2025-06-11 20:00:00,811237,1572361,2025-05-22 19:00:00,2025-05-22 20:00:00,4995009,4917365,2025-05-28 19:00:00,2025-05-28 20:00:00,1963321,2525185
2025-05-23 20:00:00,2025-05-23 21:00:00,2844315,2740121,2025-05-25 20:00:00,2025-05-25 21:00:00,2005106,1334232,2025-05-24 20:00:00,2025-05-24 21:00:00,2405587,2946515,2025-05-26 20:00:00,2025-05-26 21:00:00,2579596,4569364,2025-05-27 20:00:00,2025-05-27 21:00:00,3870536,4090695,2025-06-16 20:00:00,2025-06-16 21:00:00,406279,482193,2025-05-30 20:00:00,2025-05-30 21:00:00,1033183.0,1123560.0,2025-06-02 20:00:00,2025-06-02 21:00:00,693402,604134,2025-06-03 20:00:00,2025-06-03 21:00:00,3051157,3515368,2025-06-04 20:00:00,2025-06-04 21:00:00,2111319,2771094,2025-06-05 20:00:00,2025-06-05 21:00:00,3640087,2306432,2025-06-08 20:00:00,2025-06-08 21:00:00,3692680.0,4445178.0,2025-06-11 20:00:00,2025-06-11 21:00:00,888897,1623753,2025-05-22 20:00:00,2025-05-22 21:00:00,4343296,4281622,2025-05-28 20:00:00,2025-05-28 21:00:00,1173616,1515114
2025-05-23 21:00:00,2025-05-23 22:00:00,1632889,1158267,2025-05-25 21:00:00,2025-05-25 22:00:00,1110686,1118150,2025-05-24 21:00:00,2025-05-24 22:00:00,2295406,2831034,2025-05-26 21:00:00,2025-05-26 22:00:00,2307075,3794316,2025-05-27 21:00:00,2025-05-27 22:00:00,4799755,4338273,2025-06-16 21:00:00,2025-06-16 22:00:00,164167,180496,2025-05-30 21:00:00,2025-05-30 22:00:00,705357.0,376161.0,2025-06-02 21:00:00,2025-06-02 22:00:00,324183,122868,2025-06-03 21:00:00,2025-06-03 22:00:00,2742313,3347515,2025-06-04 21:00:00,2025-06-04 22:00:00,1435560,1795900,2025-06-05 21:00:00,2025-06-05 22:00:00,3507825,2180109,2025-06-08 21:00:00,2025-06-08 22:00:00,2944881.0,2721654.0,2025-06-11 21:00:00,2025-06-11 22:00:00,914944,1388476,2025-05-22 21:00:00,2025-05-22 22:00:00,3272795,2802175,2025-05-28 21:00:00,2025-05-28 22:00:00,630693,514834
2025-05-23 22:00:00,2025-05-23 23:00:00,808817,426066,2025-05-25 22:00:00,2025-05-25 23:00:00,798296,997360,2025-05-24 22:00:00,2025-05-24 23:00:00,2339230,2847377,2025-05-26 22:00:00,2025-05-26 23:00:00,2389443,3691674,2025-05-27 22:00:00,2025-05-27 23:00:00,5600606,4494173,2025-06-16 22:00:00,2025-06-16 23:00:00,31720,55725,2025-05-30 22:00:00,2025-05-30 23:00:00,468034.0,80008.0,2025-06-02 22:00:00,2025-06-02 23:00:00,119851,0,2025-06-03 22:00:00,2025-06-03 23:00:00,2633982,2979554,2025-06-04 22:00:00,2025-06-04 23:00:00,1230035,1134808,2025-06-05 22:00:00,2025-06-05 23:00:00,3293448,2676608,2025-06-08 22:00:00,2025-06-08 23:00:00,2212620.0,1389277.0,2025-06-11 22:00:00,2025-06-11 23:00:00,1002291,1166845,2025-05-22 22:00:00,2025-05-22 23:00:00,2452293,1887521,2025-05-28 22:00:00,2025-05-28 23:00:00,368869,172857
2025-05-23 23:00:00,2025-05-24 00:00:00,532214,370861,2025-05-25 23:00:00,2025-05-26 00:00:00,801635,969012,2025-05-24 23:00:00,2025-05-25 00:00:00,2561197,3083747,2025-05-26 23:00:00,2025-05-27 00:00:00,2766430,3802984,2025-05-27 23:00:00,2025-05-28 00:00:00,6189134,4852997,2025-06-16 23:00:00,2025-06-17 00:00:00,0,20342,2025-05-30 23:00:00,2025-05-31 00:00:00,353875.0,41225.0,2025-06-02 23:00:00,2025-06-03 00:00:00,89793,0,2025-06-03 23:00:00,2025-06-04 00:00:00,2597077,2659143,2025-06-04 23:00:00,2025-06-05 00:00:00,1378236,955964,2025-06-05 23:00:00,2025-06-06 00:00:00,3053849,3101305,2025-06-08 23:00:00,2025-06-09 00:00:00,1638532.0,1115863.0,2025-06-11 23:00:00,2025-06-12 00:00:00,1096490,1234934,2025-05-22 23:00:00,2025-05-23 00:00:00,2143441,1677667,2025-05-28 23:00:00,2025-05-29 00:00:00,237867,132909
2025-05-24 00:00:00,2025-05-24 01:00:00,614796,483595,2025-05-26 00:00:00,2025-05-26 01:00:00,863853,798357,2025-05-25 00:00:00,2025-05-25 01:00:00,2838020,3320776,2025-05-27 00:00:00,2025-05-27 01:00:00,3256965,3849398,2025-05-28 00:00:00,2025-05-28 01:00:00,6441248,5375672,2025-06-17 00:00:00,2025-06-17 01:00:00,7134,9465,2025-05-31 00:00:00,2025-05-31 01:00:00,276338.0,33704.0,2025-06-03 00:00:00,2025-06-03 01:00:00,150380,45611,2025-06-04 00:00:00,2025-06-04 01:00:00,2578181,2430214,2025-06-05 00:00:00,2025-06-05 01:00:00,1615331,1288359,2025-06-06 00:00:00,2025-06-06 01:00:00,2591609,3624422,2025-06-09 00:00:00,2025-06-09 01:00:00,1417332.0,1339458.0,2025-06-12 00:00:00,2025-06-12 01:00:00,1171281,1412289,2025-05-23 00:00:00,2025-05-23 01:00:00,2031617,1813490,2025-05-29 00:00:00,2025-05-29 01:00:00,150549,123790
2025-05-24 01:00:00,2025-05-24 02:00:00,875478,563465,2025-05-26 01:00:00,2025-05-26 02:00:00,908506,833081,2025-05-25 01:00:00,2025-05-25 02:00:00,3225696,3578248,2025-05-27 01:00:00,2025-05-27 02:00:00,3696059,4038781,2025-05-28 01:00:00,2025-05-28 02:00:00,6476395,5746122,2025-06-17 01:00:00,2025-06-17 02:00:00,36919,0,2025-05-31 01:00:00,2025-05-31 02:00:00,213285.0,25277.0,2025-06-03 01:00:00,2025-06-03 02:00:00,298304,159655,2025-06-04 01:00:00,2025-06-04 02:00:00,2449100,2239564,2025-06-05 01:00:00,2025-06-05 02:00:00,1827624,1388526,2025-06-06 01:00:00,2025-06-06 02:00:00,2140495,3681779,2025-06-09 01:00:00,2025-06-09 02:00:00,1289902.0,1272575.0,2025-06-12 01:00:00,2025-06-12 02:00:00,1351901,1700379,2025-05-23 01:00:00,2025-05-23 02:00:00,2015502,1584818,2025-05-29 01:00:00,2025-05-29 02:00:00,132311,75097
2025-05-24 02:00:00,2025-05-24 03:00:00,1034529,620692,2025-05-26 02:00:00,2025-05-26 03:00:00,972300,866838,2025-05-25 02:00:00,2025-05-25 03:00:00,3591249,3792759,2025-05-27 02:00:00,2025-05-27 03:00:00,4088484,4577918,2025-05-28 02:00:00,2025-05-28 03:00:00,6493885,5763968,2025-06-17 02:00:00,2025-06-17 03:00:00,66139,26317,2025-05-31 02:00:00,2025-05-31 03:00:00,149629.0,41262.0,2025-06-03 02:00:00,2025-06-03 03:00:00,486335,285133,2025-06-04 02:00:00,2025-06-04 03:00:00,2274438,2140267,2025-06-05 02:00:00,2025-06-05 03:00:00,1949268,1412579,2025-06-06 02:00:00,2025-06-06 03:00:00,1911681,3967053,2025-06-09 02:00:00,2025-06-09 03:00:00,1154127.0,1036163.0,2025-06-12 02:00:00,2025-06-12 03:00:00,1552623,1942099,2025-05-23 02:00:00,2025-05-23 03:00:00,2082600,1759382,2025-05-29 02:00:00,2025-05-29 03:00:00,106890,65068
2025-05-24 03:00:00,2025-05-24 04:00:00,1072304,871340,2025-05-26 03:00:00,2025-05-26 04:00:00,1070010,1193115,2025-05-25 03:00:00,2025-05-25 04:00:00,3836474,3935895,2025-05-27 03:00:00,2025-05-27 04:00:00,4470054,4978053,2025-05-28 03:00:00,2025-05-28 04:00:00,6474357,5734242,2025-06-17 03:00:00,2025-06-17 04:00:00,81113,55046,2025-05-31 03:00:00,2025-05-31 04:00:00,88107.0,62827.0,2025-06-03 03:00:00,2025-06-03 04:00:00,701438,475033,2025-06-04 03:00:00,2025-06-04 04:00:00,2202099,2099777,2025-06-05 03:00:00,2025-06-05 04:00:00,2064761,1672957,2025-06-06 03:00:00,2025-06-06 04:00:00,1780104,3933372,2025-06-09 03:00:00,2025-06-09 04:00:00,904727.0,892020.0,2025-06-12 03:00:00,2025-06-12 04:00:00,1670812,1948771,2025-05-23 03:00:00,2025-05-23 04:00:00,2100076,1871476,2025-05-29 03:00:00,2025-05-29 04:00:00,65654,37980
