start_datetime,end_datetime,Solar_Forecast,Solar_actual,start_datetime,end_datetime,Solar_Forecast,Solar_actual,start_datetime,end_datetime,Solar_Forecast,Solar_actual,start_datetime,end_datetime,Solar_Forecast,Solar_actual,start_datetime,end_datetime,Solar_Forecast,Solar_actual,start_datetime,end_datetime,Solar_Forecast,Solar_actual,start_datetime,end_datetime,Solar_Forecast,Solar_actual,start_datetime,end_datetime,Solar_Forecast,Solar_actual,start_datetime,end_datetime,Solar_Forecast,Solar_actual,start_datetime,end_datetime,Solar_Forecast,Solar_actual,start_datetime,end_datetime,Solar_Forecast,Solar_actual,start_datetime,end_datetime,Solar_Forecast,Solar_actual,start_datetime,end_datetime,Solar_Forecast,Solar_actual,start_datetime,end_datetime,Solar_Forecast,Solar_actual,start_datetime,end_datetime,Solar_Forecast,Solar_actual,start_datetime,end_datetime,Solar_Forecast,Solar_actual
2025-05-25 17:00:00,2025-05-25 18:00:00,11653024,7637105,2025-05-26 17:00:00,2025-05-26 18:00:00,11527939,10727787,2025-05-27 17:00:00,2025-05-27 18:00:00,10545876,1970942,2025-05-28 17:00:00,2025-05-28 18:00:00,11346411,11892462,2025-05-29 17:00:00,2025-05-29 18:00:00,4926316,5910673,2025-06-18 17:00:00,2025-06-18 18:00:00,13364919,13847119,2025-05-31 17:00:00,2025-05-31 18:00:00,10886494,12027818,2025-06-01 17:00:00,2025-06-01 18:00:00,12141024,9859267,2025-06-04 17:00:00,2025-06-04 18:00:00,11689816,9139552,2025-06-05 17:00:00,2025-06-05 18:00:00,5007084,8533462,2025-06-06 17:00:00,2025-06-06 18:00:00,11778795,7866369,2025-06-07 17:00:00,2025-06-07 18:00:00,9629379,9210242,2025-06-10 17:00:00,2025-06-10 18:00:00,12303486.0,9076813.0,2025-06-13 17:00:00,2025-06-13 18:00:00,12107884,14090197,2025-05-24 17:00:00,2025-05-24 18:00:00,5070297,2123221,2025-05-30 17:00:00,2025-05-30 18:00:00,11872444,11423311
2025-05-25 18:00:00,2025-05-25 19:00:00,8744104,5509786,2025-05-26 18:00:00,2025-05-26 19:00:00,8028749,7483827,2025-05-27 18:00:00,2025-05-27 19:00:00,7243386,1258579,2025-05-28 18:00:00,2025-05-28 19:00:00,8206782,8762683,2025-05-29 18:00:00,2025-05-29 19:00:00,3316081,5106774,2025-06-18 18:00:00,2025-06-18 19:00:00,10069025,10626859,2025-05-31 18:00:00,2025-05-31 19:00:00,7303249,8724002,2025-06-01 18:00:00,2025-06-01 19:00:00,8914236,8239840,2025-06-04 18:00:00,2025-06-04 19:00:00,8619806,6889544,2025-06-05 18:00:00,2025-06-05 19:00:00,2224742,5649471,2025-06-06 18:00:00,2025-06-06 19:00:00,8587532,5435035,2025-06-07 18:00:00,2025-06-07 19:00:00,6810120,6351727,2025-06-10 18:00:00,2025-06-10 19:00:00,9067097.0,7672912.0,2025-06-13 18:00:00,2025-06-13 19:00:00,8356301,10080313,2025-05-24 18:00:00,2025-05-24 19:00:00,2832280,1610943,2025-05-30 18:00:00,2025-05-30 19:00:00,8903118,8398970
2025-05-25 19:00:00,2025-05-25 20:00:00,5196363,3781261,2025-05-26 19:00:00,2025-05-26 20:00:00,4548723,4405068,2025-05-27 19:00:00,2025-05-27 20:00:00,3775032,728946,2025-05-28 19:00:00,2025-05-28 20:00:00,4998531,5654866,2025-05-29 19:00:00,2025-05-29 20:00:00,2164117,2921748,2025-06-18 19:00:00,2025-06-18 20:00:00,6372208,6860061,2025-05-31 19:00:00,2025-05-31 20:00:00,4225702,4258097,2025-06-01 19:00:00,2025-06-01 20:00:00,5516127,4846697,2025-06-04 19:00:00,2025-06-04 20:00:00,5387241,3492856,2025-06-05 19:00:00,2025-06-05 20:00:00,1209665,2180135,2025-06-06 19:00:00,2025-06-06 20:00:00,5150331,3202097,2025-06-07 19:00:00,2025-06-07 20:00:00,4322627,3989724,2025-06-10 19:00:00,2025-06-10 20:00:00,5707121.0,5454509.0,2025-06-13 19:00:00,2025-06-13 20:00:00,5125667,6139171,2025-05-24 19:00:00,2025-05-24 20:00:00,1429149,933749,2025-05-30 19:00:00,2025-05-30 20:00:00,5411947,5235661
2025-05-25 20:00:00,2025-05-25 21:00:00,1998500,1838172,2025-05-26 20:00:00,2025-05-26 21:00:00,1693495,1168358,2025-05-27 20:00:00,2025-05-27 21:00:00,1210655,423921,2025-05-28 20:00:00,2025-05-28 21:00:00,2079090,2468741,2025-05-29 20:00:00,2025-05-29 21:00:00,1038117,1525158,2025-06-18 20:00:00,2025-06-18 21:00:00,2952440,3382932,2025-05-31 20:00:00,2025-05-31 21:00:00,1727888,1715067,2025-06-01 20:00:00,2025-06-01 21:00:00,2386153,1993971,2025-06-04 20:00:00,2025-06-04 21:00:00,2390662,1494314,2025-06-05 20:00:00,2025-06-05 21:00:00,630048,996808,2025-06-06 20:00:00,2025-06-06 21:00:00,2171291,1685274,2025-06-07 20:00:00,2025-06-07 21:00:00,2031025,1462398,2025-06-10 20:00:00,2025-06-10 21:00:00,2611340.0,2505837.0,2025-06-13 20:00:00,2025-06-13 21:00:00,2354849,2659864,2025-05-24 20:00:00,2025-05-24 21:00:00,509691,451483,2025-05-30 20:00:00,2025-05-30 21:00:00,2225666,2278034
2025-05-25 21:00:00,2025-05-25 22:00:00,205184,378660,2025-05-26 21:00:00,2025-05-26 22:00:00,164594,148924,2025-05-27 21:00:00,2025-05-27 22:00:00,106278,107605,2025-05-28 21:00:00,2025-05-28 22:00:00,252787,397709,2025-05-29 21:00:00,2025-05-29 22:00:00,156119,362097,2025-06-18 21:00:00,2025-06-18 22:00:00,579366,804485,2025-05-31 21:00:00,2025-05-31 22:00:00,226634,226590,2025-06-01 21:00:00,2025-06-01 22:00:00,334556,568090,2025-06-04 21:00:00,2025-06-04 22:00:00,374832,343777,2025-06-05 21:00:00,2025-06-05 22:00:00,111152,152482,2025-06-06 21:00:00,2025-06-06 22:00:00,337002,445440,2025-06-07 21:00:00,2025-06-07 22:00:00,363394,258112,2025-06-10 21:00:00,2025-06-10 22:00:00,468809.0,571674.0,2025-06-13 21:00:00,2025-06-13 22:00:00,435970,570774,2025-05-24 21:00:00,2025-05-24 22:00:00,44394,118860,2025-05-30 21:00:00,2025-05-30 22:00:00,285425,406670
2025-05-25 22:00:00,2025-05-25 23:00:00,0,0,2025-05-26 22:00:00,2025-05-26 23:00:00,0,0,2025-05-27 22:00:00,2025-05-27 23:00:00,0,0,2025-05-28 22:00:00,2025-05-28 23:00:00,0,0,2025-05-29 22:00:00,2025-05-29 23:00:00,0,0,2025-06-18 22:00:00,2025-06-18 23:00:00,8726,154,2025-05-31 22:00:00,2025-05-31 23:00:00,0,0,2025-06-01 22:00:00,2025-06-01 23:00:00,0,0,2025-06-04 22:00:00,2025-06-04 23:00:00,0,0,2025-06-05 22:00:00,2025-06-05 23:00:00,0,0,2025-06-06 22:00:00,2025-06-06 23:00:00,0,0,2025-06-07 22:00:00,2025-06-07 23:00:00,0,0,2025-06-10 22:00:00,2025-06-10 23:00:00,0.0,0.0,2025-06-13 22:00:00,2025-06-13 23:00:00,0,0,2025-05-24 22:00:00,2025-05-24 23:00:00,0,0,2025-05-30 22:00:00,2025-05-30 23:00:00,0,0
2025-05-25 23:00:00,2025-05-26 00:00:00,0,0,2025-05-26 23:00:00,2025-05-27 00:00:00,0,0,2025-05-27 23:00:00,2025-05-28 00:00:00,0,0,2025-05-28 23:00:00,2025-05-29 00:00:00,0,0,2025-05-29 23:00:00,2025-05-30 00:00:00,0,0,2025-06-18 23:00:00,2025-06-19 00:00:00,0,0,2025-05-31 23:00:00,2025-06-01 00:00:00,0,0,2025-06-01 23:00:00,2025-06-02 00:00:00,0,0,2025-06-04 23:00:00,2025-06-05 00:00:00,0,0,2025-06-05 23:00:00,2025-06-06 00:00:00,0,0,2025-06-06 23:00:00,2025-06-07 00:00:00,0,0,2025-06-07 23:00:00,2025-06-08 00:00:00,0,0,2025-06-10 23:00:00,2025-06-11 00:00:00,0.0,0.0,2025-06-13 23:00:00,2025-06-14 00:00:00,0,0,2025-05-24 23:00:00,2025-05-25 00:00:00,0,0,2025-05-30 23:00:00,2025-05-31 00:00:00,0,0
2025-05-26 00:00:00,2025-05-26 01:00:00,0,0,2025-05-27 00:00:00,2025-05-27 01:00:00,0,0,2025-05-28 00:00:00,2025-05-28 01:00:00,0,0,2025-05-29 00:00:00,2025-05-29 01:00:00,0,0,2025-05-30 00:00:00,2025-05-30 01:00:00,0,0,2025-06-19 00:00:00,2025-06-19 01:00:00,0,0,2025-06-01 00:00:00,2025-06-01 01:00:00,0,0,2025-06-02 00:00:00,2025-06-02 01:00:00,0,0,2025-06-05 00:00:00,2025-06-05 01:00:00,0,0,2025-06-06 00:00:00,2025-06-06 01:00:00,0,0,2025-06-07 00:00:00,2025-06-07 01:00:00,0,0,2025-06-08 00:00:00,2025-06-08 01:00:00,0,0,2025-06-11 00:00:00,2025-06-11 01:00:00,0.0,0.0,2025-06-14 00:00:00,2025-06-14 01:00:00,0,0,2025-05-25 00:00:00,2025-05-25 01:00:00,0,0,2025-05-31 00:00:00,2025-05-31 01:00:00,0,0
2025-05-26 01:00:00,2025-05-26 02:00:00,0,0,2025-05-27 01:00:00,2025-05-27 02:00:00,0,0,2025-05-28 01:00:00,2025-05-28 02:00:00,0,0,2025-05-29 01:00:00,2025-05-29 02:00:00,0,0,2025-05-30 01:00:00,2025-05-30 02:00:00,0,0,2025-06-19 01:00:00,2025-06-19 02:00:00,0,0,2025-06-01 01:00:00,2025-06-01 02:00:00,0,0,2025-06-02 01:00:00,2025-06-02 02:00:00,0,0,2025-06-05 01:00:00,2025-06-05 02:00:00,0,0,2025-06-06 01:00:00,2025-06-06 02:00:00,0,0,2025-06-07 01:00:00,2025-06-07 02:00:00,0,0,2025-06-08 01:00:00,2025-06-08 02:00:00,0,0,2025-06-11 01:00:00,2025-06-11 02:00:00,0.0,0.0,2025-06-14 01:00:00,2025-06-14 02:00:00,0,0,2025-05-25 01:00:00,2025-05-25 02:00:00,0,0,2025-05-31 01:00:00,2025-05-31 02:00:00,0,0
2025-05-26 02:00:00,2025-05-26 03:00:00,0,0,2025-05-27 02:00:00,2025-05-27 03:00:00,0,0,2025-05-28 02:00:00,2025-05-28 03:00:00,0,0,2025-05-29 02:00:00,2025-05-29 03:00:00,0,0,2025-05-30 02:00:00,2025-05-30 03:00:00,0,0,2025-06-19 02:00:00,2025-06-19 03:00:00,0,0,2025-06-01 02:00:00,2025-06-01 03:00:00,0,0,2025-06-02 02:00:00,2025-06-02 03:00:00,0,0,2025-06-05 02:00:00,2025-06-05 03:00:00,0,0,2025-06-06 02:00:00,2025-06-06 03:00:00,0,0,2025-06-07 02:00:00,2025-06-07 03:00:00,0,0,2025-06-08 02:00:00,2025-06-08 03:00:00,0,0,2025-06-11 02:00:00,2025-06-11 03:00:00,0.0,0.0,2025-06-14 02:00:00,2025-06-14 03:00:00,0,0,2025-05-25 02:00:00,2025-05-25 03:00:00,0,0,2025-05-31 02:00:00,2025-05-31 03:00:00,0,0
2025-05-26 03:00:00,2025-05-26 04:00:00,0,0,2025-05-27 03:00:00,2025-05-27 04:00:00,0,0,2025-05-28 03:00:00,2025-05-28 04:00:00,0,0,2025-05-29 03:00:00,2025-05-29 04:00:00,0,0,2025-05-30 03:00:00,2025-05-30 04:00:00,0,0,2025-06-19 03:00:00,2025-06-19 04:00:00,0,0,2025-06-01 03:00:00,2025-06-01 04:00:00,0,0,2025-06-02 03:00:00,2025-06-02 04:00:00,0,0,2025-06-05 03:00:00,2025-06-05 04:00:00,0,0,2025-06-06 03:00:00,2025-06-06 04:00:00,0,0,2025-06-07 03:00:00,2025-06-07 04:00:00,0,0,2025-06-08 03:00:00,2025-06-08 04:00:00,0,0,2025-06-11 03:00:00,2025-06-11 04:00:00,0.0,0.0,2025-06-14 03:00:00,2025-06-14 04:00:00,0,0,2025-05-25 03:00:00,2025-05-25 04:00:00,0,0,2025-05-31 03:00:00,2025-05-31 04:00:00,0,0
2025-05-26 04:00:00,2025-05-26 05:00:00,0,0,2025-05-27 04:00:00,2025-05-27 05:00:00,0,0,2025-05-28 04:00:00,2025-05-28 05:00:00,0,0,2025-05-29 04:00:00,2025-05-29 05:00:00,0,0,2025-05-30 04:00:00,2025-05-30 05:00:00,0,0,2025-06-19 04:00:00,2025-06-19 05:00:00,0,0,2025-06-01 04:00:00,2025-06-01 05:00:00,0,0,2025-06-02 04:00:00,2025-06-02 05:00:00,0,0,2025-06-05 04:00:00,2025-06-05 05:00:00,0,0,2025-06-06 04:00:00,2025-06-06 05:00:00,0,0,2025-06-07 04:00:00,2025-06-07 05:00:00,0,0,2025-06-08 04:00:00,2025-06-08 05:00:00,0,0,2025-06-11 04:00:00,2025-06-11 05:00:00,0.0,0.0,2025-06-14 04:00:00,2025-06-14 05:00:00,0,0,2025-05-25 04:00:00,2025-05-25 05:00:00,0,0,2025-05-31 04:00:00,2025-05-31 05:00:00,0,0
2025-05-26 05:00:00,2025-05-26 06:00:00,16087,11506,2025-05-27 05:00:00,2025-05-27 06:00:00,7307,7910,2025-05-28 05:00:00,2025-05-28 06:00:00,4478,7211,2025-05-29 05:00:00,2025-05-29 06:00:00,19005,40420,2025-05-30 05:00:00,2025-05-30 06:00:00,27757,29867,2025-06-19 05:00:00,2025-06-19 06:00:00,52420,68573,2025-06-01 05:00:00,2025-06-01 06:00:00,20342,18270,2025-06-02 05:00:00,2025-06-02 06:00:00,31290,24442,2025-06-05 05:00:00,2025-06-05 06:00:00,27352,31833,2025-06-06 05:00:00,2025-06-06 06:00:00,12691,11609,2025-06-07 05:00:00,2025-06-07 06:00:00,25251,19008,2025-06-08 05:00:00,2025-06-08 06:00:00,24051,14855,2025-06-11 05:00:00,2025-06-11 06:00:00,49095.0,47281.0,2025-06-14 05:00:00,2025-06-14 06:00:00,48954,40191,2025-05-25 05:00:00,2025-05-25 06:00:00,2633,3245,2025-05-31 05:00:00,2025-05-31 06:00:00,25137,49160
2025-05-26 06:00:00,2025-05-26 07:00:00,753064,565008,2025-05-27 06:00:00,2025-05-27 07:00:00,336426,263789,2025-05-28 06:00:00,2025-05-28 07:00:00,166937,234701,2025-05-29 06:00:00,2025-05-29 07:00:00,631083,563121,2025-05-30 06:00:00,2025-05-30 07:00:00,935070,730985,2025-06-19 06:00:00,2025-06-19 07:00:00,1123731,1178079,2025-06-01 06:00:00,2025-06-01 07:00:00,651109,756228,2025-06-02 06:00:00,2025-06-02 07:00:00,932317,648728,2025-06-05 06:00:00,2025-06-05 07:00:00,722126,498049,2025-06-06 06:00:00,2025-06-06 07:00:00,371494,528339,2025-06-07 06:00:00,2025-06-07 07:00:00,620408,413924,2025-06-08 06:00:00,2025-06-08 07:00:00,573183,326169,2025-06-11 06:00:00,2025-06-11 07:00:00,1097595.0,903993.0,2025-06-14 06:00:00,2025-06-14 07:00:00,1051111,679991,2025-05-25 06:00:00,2025-05-25 07:00:00,136112,118180,2025-05-31 06:00:00,2025-05-31 07:00:00,781864,806897
2025-05-26 07:00:00,2025-05-26 08:00:00,3182379,2584001,2025-05-27 07:00:00,2025-05-27 08:00:00,1501857,1007882,2025-05-28 07:00:00,2025-05-28 08:00:00,679698,1255033,2025-05-29 07:00:00,2025-05-29 08:00:00,2547802,1920101,2025-05-30 07:00:00,2025-05-30 08:00:00,3707950,2677644,2025-06-19 07:00:00,2025-06-19 08:00:00,4012026,3717125,2025-06-01 07:00:00,2025-06-01 08:00:00,2679102,2670292,2025-06-02 07:00:00,2025-06-02 08:00:00,3525424,2372084,2025-06-05 07:00:00,2025-06-05 08:00:00,2550907,1709471,2025-06-06 07:00:00,2025-06-06 08:00:00,1705531,2323185,2025-06-07 07:00:00,2025-06-07 08:00:00,2398370,1164692,2025-06-08 07:00:00,2025-06-08 08:00:00,2288911,1196212,2025-06-11 07:00:00,2025-06-11 08:00:00,3994429.0,3215217.0,2025-06-14 07:00:00,2025-06-14 08:00:00,3750842,2727915,2025-05-25 07:00:00,2025-05-25 08:00:00,650238,500732,2025-05-31 07:00:00,2025-05-31 08:00:00,3037240,2799298
2025-05-26 08:00:00,2025-05-26 09:00:00,6470993,5670055,2025-05-27 08:00:00,2025-05-27 09:00:00,3303530,1675541,2025-05-28 08:00:00,2025-05-28 09:00:00,1355916,2997707,2025-05-29 08:00:00,2025-05-29 09:00:00,5232746,2419802,2025-05-30 08:00:00,2025-05-30 09:00:00,7394491,5031172,2025-06-19 08:00:00,2025-06-19 09:00:00,7751414,6898546,2025-06-01 08:00:00,2025-06-01 09:00:00,5694236,5037747,2025-06-02 08:00:00,2025-06-02 09:00:00,6811386,5507224,2025-06-05 08:00:00,2025-06-05 09:00:00,4574744,4118145,2025-06-06 08:00:00,2025-06-06 09:00:00,4165732,5237868,2025-06-07 08:00:00,2025-06-07 09:00:00,5023105,2288468,2025-06-08 08:00:00,2025-06-08 09:00:00,5025401,2881300,2025-06-11 08:00:00,2025-06-11 09:00:00,7837931.0,6797529.0,2025-06-14 08:00:00,2025-06-14 09:00:00,7238633,5720735,2025-05-25 08:00:00,2025-05-25 09:00:00,1516121,1464141,2025-05-31 08:00:00,2025-05-31 09:00:00,6035129,6144003
2025-05-26 09:00:00,2025-05-26 10:00:00,9881525,10199788,2025-05-27 09:00:00,2025-05-27 10:00:00,5429535,2672594,2025-05-28 09:00:00,2025-05-28 10:00:00,2087643,4611802,2025-05-29 09:00:00,2025-05-29 10:00:00,8186690,3352944,2025-05-30 09:00:00,2025-05-30 10:00:00,11228230,7680618,2025-06-19 09:00:00,2025-06-19 10:00:00,11707966,10789333,2025-06-01 09:00:00,2025-06-01 10:00:00,9225899,7449837,2025-06-02 09:00:00,2025-06-02 10:00:00,10095993,8661493,2025-06-05 09:00:00,2025-06-05 10:00:00,6260759,6996019,2025-06-06 09:00:00,2025-06-06 10:00:00,7565755,8550491,2025-06-07 09:00:00,2025-06-07 10:00:00,8130943,3938779,2025-06-08 09:00:00,2025-06-08 10:00:00,8477156,4899557,2025-06-11 09:00:00,2025-06-11 10:00:00,11985588.0,9313320.0,2025-06-14 09:00:00,2025-06-14 10:00:00,10910008,9576441,2025-05-25 09:00:00,2025-05-25 10:00:00,2636308,2719111,2025-05-31 09:00:00,2025-05-31 10:00:00,9166873,10003433
2025-05-26 10:00:00,2025-05-26 11:00:00,12993111,12435388,2025-05-27 10:00:00,2025-05-27 11:00:00,6847150,4091604,2025-05-28 10:00:00,2025-05-28 11:00:00,3943489,6415851,2025-05-29 10:00:00,2025-05-29 11:00:00,10626921,5005671,2025-05-30 10:00:00,2025-05-30 11:00:00,14416546,9985972,2025-06-19 10:00:00,2025-06-19 11:00:00,15286254,14415118,2025-06-01 10:00:00,2025-06-01 11:00:00,12524796,9797801,2025-06-02 10:00:00,2025-06-02 11:00:00,13029672,12538438,2025-06-05 10:00:00,2025-06-05 11:00:00,7373218,9284960,2025-06-06 10:00:00,2025-06-06 11:00:00,10988924,11807804,2025-06-07 10:00:00,2025-06-07 11:00:00,10798388,5798437,2025-06-08 10:00:00,2025-06-08 11:00:00,11527068,6880627,2025-06-11 10:00:00,2025-06-11 11:00:00,15721432.0,12120110.0,2025-06-14 10:00:00,2025-06-14 11:00:00,14055775,13734794,2025-05-25 10:00:00,2025-05-25 11:00:00,4258381,4185219,2025-05-31 10:00:00,2025-05-31 11:00:00,12232759,13081305
2025-05-26 11:00:00,2025-05-26 12:00:00,15529407,13992760,2025-05-27 11:00:00,2025-05-27 12:00:00,7386768,6142708,2025-05-28 11:00:00,2025-05-28 12:00:00,6784654,9129856,2025-05-29 11:00:00,2025-05-29 12:00:00,12308678,6201848,2025-05-30 11:00:00,2025-05-30 12:00:00,16660527,13184323,2025-06-19 11:00:00,2025-06-19 12:00:00,18124037,17363300,2025-06-01 11:00:00,2025-06-01 12:00:00,15257961,10667705,2025-06-02 11:00:00,2025-06-02 12:00:00,15342786,14207671,2025-06-05 11:00:00,2025-06-05 12:00:00,7828859,9168807,2025-06-06 11:00:00,2025-06-06 12:00:00,14058969,14228139,2025-06-07 11:00:00,2025-06-07 12:00:00,12738456,8541772,2025-06-08 11:00:00,2025-06-08 12:00:00,13834690,9367026,2025-06-11 11:00:00,2025-06-11 12:00:00,18668440.0,13899037.0,2025-06-14 11:00:00,2025-06-14 12:00:00,16354697,15506233,2025-05-25 11:00:00,2025-05-25 12:00:00,6235857,7387908,2025-05-31 11:00:00,2025-05-31 12:00:00,15007885,14519176
2025-05-26 12:00:00,2025-05-26 13:00:00,17177552,15850985,2025-05-27 12:00:00,2025-05-27 13:00:00,7362451,8109028,2025-05-28 12:00:00,2025-05-28 13:00:00,9684947,10485640,2025-05-29 12:00:00,2025-05-29 13:00:00,13184550,6171269,2025-05-30 12:00:00,2025-05-30 13:00:00,17851590,15630228,2025-06-19 12:00:00,2025-06-19 13:00:00,19949876,18509398,2025-06-01 12:00:00,2025-06-01 13:00:00,17257735,12211782,2025-06-02 12:00:00,2025-06-02 13:00:00,16749804,15751166,2025-06-05 12:00:00,2025-06-05 13:00:00,7603868,7114376,2025-06-06 12:00:00,2025-06-06 13:00:00,16647988,16195033,2025-06-07 12:00:00,2025-06-07 13:00:00,13992592,9525977,2025-06-08 12:00:00,2025-06-08 13:00:00,15478763,11305515,2025-06-11 12:00:00,2025-06-11 13:00:00,20590541.0,16186789.0,2025-06-14 12:00:00,2025-06-14 13:00:00,17641475,14476167,2025-05-25 12:00:00,2025-05-25 13:00:00,8156666,12923838,2025-05-31 12:00:00,2025-05-31 13:00:00,17018498,15180430
2025-05-26 13:00:00,2025-05-26 14:00:00,18179482,16999060,2025-05-27 13:00:00,2025-05-27 14:00:00,7283091,11723935,2025-05-28 13:00:00,2025-05-28 14:00:00,11400643,12955122,2025-05-29 13:00:00,2025-05-29 14:00:00,12353318,6099722,2025-05-30 13:00:00,2025-05-30 14:00:00,18488198,17825037,2025-06-19 13:00:00,2025-06-19 14:00:00,20809106,19922274,2025-06-01 13:00:00,2025-06-01 14:00:00,18437646,12294465,2025-06-02 13:00:00,2025-06-02 14:00:00,17814102,15284395,2025-06-05 13:00:00,2025-06-05 14:00:00,7568325,6414897,2025-06-06 13:00:00,2025-06-06 14:00:00,17801739,16498529,2025-06-07 13:00:00,2025-06-07 14:00:00,14524283,9474283,2025-06-08 13:00:00,2025-06-08 14:00:00,16381824,11355681,2025-06-11 13:00:00,2025-06-11 14:00:00,21500389.0,18503325.0,2025-06-14 13:00:00,2025-06-14 14:00:00,17356071,13638865,2025-05-25 13:00:00,2025-05-25 14:00:00,9970737,13370252,2025-05-31 13:00:00,2025-05-31 14:00:00,17816977,16028820
2025-05-26 14:00:00,2025-05-26 15:00:00,18294221,16417468,2025-05-27 14:00:00,2025-05-27 15:00:00,6995016,12207188,2025-05-28 14:00:00,2025-05-28 15:00:00,12066408,12324914,2025-05-29 14:00:00,2025-05-29 15:00:00,10372757,6238853,2025-05-30 14:00:00,2025-05-30 15:00:00,18308461,17958658,2025-06-19 14:00:00,2025-06-19 15:00:00,20577728,19889866,2025-06-01 14:00:00,2025-06-01 15:00:00,18626602,12221453,2025-06-02 14:00:00,2025-06-02 15:00:00,18164099,15587752,2025-06-05 14:00:00,2025-06-05 15:00:00,7443186,8692768,2025-06-06 14:00:00,2025-06-06 15:00:00,17662923,16942543,2025-06-07 14:00:00,2025-06-07 15:00:00,14267622,11174901,2025-06-08 14:00:00,2025-06-08 15:00:00,16415567,12080558,2025-06-11 14:00:00,2025-06-11 15:00:00,21269922.0,20362545.0,2025-06-14 14:00:00,2025-06-14 15:00:00,15828239,10224560,2025-05-25 14:00:00,2025-05-25 15:00:00,11333469,12240433,2025-05-31 14:00:00,2025-05-31 15:00:00,17462248,17907531
2025-05-26 15:00:00,2025-05-26 16:00:00,17264215,16480813,2025-05-27 15:00:00,2025-05-27 16:00:00,6276172,10610663,2025-05-28 15:00:00,2025-05-28 16:00:00,11999768,13138333,2025-05-29 15:00:00,2025-05-29 16:00:00,8045824,7755318,2025-05-30 15:00:00,2025-05-30 16:00:00,17039058,16793629,2025-06-19 15:00:00,2025-06-19 16:00:00,19201495,17588480,2025-06-01 15:00:00,2025-06-01 16:00:00,17699037,11212899,2025-06-02 15:00:00,2025-06-02 16:00:00,17385095,16110032,2025-06-05 15:00:00,2025-06-05 16:00:00,6859090,11471439,2025-06-06 15:00:00,2025-06-06 16:00:00,16546175,13740988,2025-06-07 15:00:00,2025-06-07 16:00:00,13198215,11160814,2025-06-08 15:00:00,2025-06-08 16:00:00,15504017,11863194,2025-06-11 15:00:00,2025-06-11 16:00:00,19844111.0,20263057.0,2025-06-14 15:00:00,2025-06-14 16:00:00,13582279,8396853,2025-05-25 15:00:00,2025-05-25 16:00:00,11900159,11124631,2025-05-31 15:00:00,2025-05-31 16:00:00,16113046,17882787
2025-05-26 16:00:00,2025-05-26 17:00:00,14524603,13182600,2025-05-27 16:00:00,2025-05-27 17:00:00,5149103,5386370,2025-05-28 16:00:00,2025-05-28 17:00:00,9897912,11957351,2025-05-29 16:00:00,2025-05-29 17:00:00,5915941,7397296,2025-05-30 16:00:00,2025-05-30 17:00:00,14987049,13524251,2025-06-19 16:00:00,2025-06-19 17:00:00,17020303,16463163,2025-06-01 16:00:00,2025-06-01 17:00:00,15356605,11457697,2025-06-02 16:00:00,2025-06-02 17:00:00,15587083,15137405,2025-06-05 16:00:00,2025-06-05 17:00:00,6440081,11244886,2025-06-06 16:00:00,2025-06-06 17:00:00,13708601,10185031,2025-06-07 16:00:00,2025-06-07 17:00:00,11162193,9940484,2025-06-08 16:00:00,2025-06-08 17:00:00,13717116,10329080,2025-06-11 16:00:00,2025-06-11 17:00:00,17459882.0,17747950.0,2025-06-14 16:00:00,2025-06-14 17:00:00,11133449,6626618,2025-05-25 16:00:00,2025-05-25 17:00:00,11452003,9163829,2025-05-31 16:00:00,2025-05-31 17:00:00,12993937,16005587
2025-05-26 17:00:00,2025-05-26 18:00:00,10941367,10727787,2025-05-27 17:00:00,2025-05-27 18:00:00,3825968,1970942,2025-05-28 17:00:00,2025-05-28 18:00:00,7022075,11892462,2025-05-29 17:00:00,2025-05-29 18:00:00,3983116,5910673,2025-05-30 17:00:00,2025-05-30 18:00:00,12182249,11423311,2025-06-19 17:00:00,2025-06-19 18:00:00,14026636,13812315,2025-06-01 17:00:00,2025-06-01 18:00:00,12122942,9859267,2025-06-02 17:00:00,2025-06-02 18:00:00,12868456,13237152,2025-06-05 17:00:00,2025-06-05 18:00:00,5746866,8533462,2025-06-06 17:00:00,2025-06-06 18:00:00,10133904,7866369,2025-06-07 17:00:00,2025-06-07 18:00:00,8592087,9210242,2025-06-08 17:00:00,2025-06-08 18:00:00,11195374,8804785,2025-06-11 17:00:00,2025-06-11 18:00:00,14221455.0,14475255.0,2025-06-14 17:00:00,2025-06-14 18:00:00,8505639,7889272,2025-05-25 17:00:00,2025-05-25 18:00:00,9991816,7637105,2025-05-31 17:00:00,2025-05-31 18:00:00,9231036,12027818
